,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
21,Ali Koiki ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
22,Alisson ,Goalkeeper,29,13,23,,,,,,,,,,,,,,,0,1,1,805,27.76,,,,,115,0,1,1,,0,,,,,,,,,,,,58,0,9,7,6,19,140,167
23,Allan ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
24,Dele Alli ,Midfielder,25,,,34,47%,,7,17,14,8,,103,115,150,29,19,40,,0,4,810,32.40,6,7,0%,4,17,2,0,12,6,8,0,6,2,0,0.32,1,0,42,19,45%,7,,,,,,,,
25,Miguel Almirón ,Midfielder,36,,,60,65%,,19,31,16,7,,189,174,170,46,10,28,,0,2,829,23.03,3,41,17%,2,20,5,0,30,24,4,0,2,2,1,0.11,0,0,56,17,30%,9,,,,,,,,
26,Marcos Alonso ,Defender,18,5,18,28,57%,0,11,20,25,15,0,96,97,80,12,42,31,0,0,2,908,50.44,4,66,30%,1,26,4,0,16,2,4,1,0,3,1,,,,,,,,,,,,,,,
27,Steven Alzate ,Midfielder,19,,,33,,,6,14,11,9,,,,,,,,,,0,603,31.74,0,8,,,,1,0,17,3,0,0,0,0,0,0.00,0,0,13,3,23%,1,,,,,,,,
28,Ibrahim Amadou ,Midfielder,11,,,18,61%,,0,16,55,31,,39,38,31,2,16,13,,0,0,369,33.55,0,1,100%,0,15,1,0,8,0,0,0,0,0,0,0.00,0,0,6,1,17%,1,,,,,,,,
29,Daniel Amartey ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
30,Luke Amos ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
31,Ethan Ampadu ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
32,Joseph Anang ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
33,Florin Andone ,Forward,3,,,1,,,0,0,1,1,,,,,,,,,,0,12,4.00,0,0,,,,0,1,2,0,1,0,1,0,0,0.33,0,0,1,1,100%,0,,,,,,,,
34,André Gomes ,Midfielder,19,,,22,68%,,0,7,6,4,,122,83,137,25,17,12,,0,1,851,44.79,1,12,25%,3,85,6,0,38,0,0,0,0,0,0,0.00,0,0,5,0,0%,0,,,,,,,,
35,Andreas Pereira ,Midfielder,25,,,24,54%,,9,7,5,1,,85,70,142,20,10,34,,0,3,703,28.12,6,65,15%,2,30,3,0,27,3,1,0,0,1,0,0.04,0,0,37,14,38%,1,,,,,,,,
36,Angel Gomes ,Midfielder,2,,,0,0%,,0,0,0,0,,0,0,1,0,0,0,,0,0,13,6.50,0,0,0%,1,2,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
37,Angeliño ,Defender,6,0,7,5,40%,0,2,9,15,7,0,29,17,15,4,6,7,0,0,0,338,56.33,3,43,21%,0,7,1,0,2,0,0,0,0,0,1,,,,,,,,,,,,,,,
38,Faustino Anjorin ,Midfielder,1,,,0,0%,,0,0,0,0,,1,2,2,1,0,0,,0,0,7,7.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
39,Michail Antonio ,Forward,24,,,13,69%,,14,9,5,5,,62,201,233,65,91,109,,0,3,446,18.58,7,48,21%,5,9,3,0,41,11,10,2,7,1,2,0.42,1,0,68,31,46%,14,,,,,,,,
40,Cameron Archer ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
41,Stuart Armstrong ,Midfielder,30,,,32,59%,,11,11,22,9,,106,95,131,30,14,30,,0,3,579,19.30,2,23,22%,2,12,4,0,25,4,5,0,3,2,0,0.17,0,0,46,20,43%,1,,,,,,,,
42,Marko Arnautovic ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
43,Kepa Arrizabalaga ,Goalkeeper,33,8,47,,,,,,,,,,,,,,,0,0,0,938,28.42,,,,,131,0,0,0,,0,,,,,,,,,,,,55,0,5,20,2,12,151,198
44,Harry Arter ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
45,Daniel Arzani ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
46,Benny Ashley-Seal ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
47,Daniel Atherton ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
48,Christian Atsu ,Midfielder,19,,,10,80%,,1,5,6,4,,42,42,71,16,7,14,,0,3,198,10.42,2,17,41%,1,5,2,0,11,4,0,0,0,0,0,0.00,0,0,5,1,20%,0,,,,,,,,
49,Pierre-Emerick Aubameyang ,Forward,36,,,31,,,23,14,13,4,,,,,,,,,,3,817,22.69,7,89,,,,3,1,14,20,22,3,16,3,4,0.61,2,1,93,42,45%,10,,,,,,,,
50,Serge Aurier ,Defender,33,6,32,93,74%,0,6,47,84,48,0,165,224,187,39,70,64,1,1,5,"1,281",38.82,4,137,15%,0,33,2,1,41,6,1,0,0,1,0,,,,,,,,,,,,,,,
51,Charlie Austin ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
52,Taiwo Awoniyi ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
53,Jordan Ayew ,Forward,37,,,48,,,14,15,20,15,,,,,,,,,,2,814,22.00,4,25,,,,6,0,59,9,9,1,7,1,1,0.24,0,0,58,24,41%,5,,,,,,,,
54,César Azpilicueta ,Defender,36,7,53,86,65%,0,9,67,81,40,1,172,205,158,12,93,64,0,0,6,"2,435",67.64,8,121,25%,0,80,1,0,40,3,2,0,2,0,0,,,,,,,,,,,,,,,
55,Daniel Bachmann ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
56,Owen Bailey ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
57,Eric Bailly ,Defender,4,1,1,0,0%,0,0,4,7,3,0,9,9,3,1,8,0,0,0,0,78,19.50,0,0,0%,0,4,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,
58,Leighton Baines ,Defender,8,0,8,10,60%,0,0,5,10,4,0,17,21,14,2,5,7,0,0,0,155,19.38,1,27,37%,0,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
59,Tiemoué Bakayoko ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
60,Lewis Baker ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
61,Fabián Balbuena ,Defender,17,3,24,17,71%,0,2,26,71,43,0,65,74,59,2,54,37,0,2,0,503,29.59,1,1,0%,1,35,2,0,6,0,1,0,1,0,0,,,,,,,,,,,,,,,
62,George Baldock ,Defender,38,13,39,62,69%,0,3,34,69,35,0,167,186,172,42,39,57,0,1,3,"1,118",29.42,2,128,29%,0,22,7,0,47,11,2,0,2,0,0,,,,,,,,,,,,,,,
63,Folarin Balogun ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
64,Tudor Baluta ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
65,Beni Baningime ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
66,Scott Banks ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
67,Ben Barclay ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
68,Phil Bardsley ,Defender,21,9,19,49,73%,0,4,30,66,36,1,80,102,77,4,38,26,0,0,1,658,31.33,3,33,18%,3,49,6,0,35,0,0,0,0,0,0,,,,,,,,,,,,,,,
69,Ross Barkley ,Midfielder,21,,,16,56%,,16,7,7,3,,69,70,80,27,12,13,,0,4,618,29.43,2,12,17%,6,39,0,0,9,0,1,0,0,1,1,0.05,0,0,40,12,30%,3,,,,,,,,
70,Ashley Barnes ,Forward,19,,,10,,,8,6,8,4,,,,,,,,,,0,251,13.21,0,5,,,,4,0,35,13,6,0,6,0,0,0.32,1,0,40,12,30%,7,,,,,,,,
71,Antonio Barreca ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
72,Mason Barrett ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
73,Chris Basham ,Defender,38,12,37,85,56%,0,0,77,167,102,0,188,247,140,24,109,62,0,1,1,"1,316",34.63,2,51,12%,0,70,4,0,26,5,0,0,0,0,0,,,,,,,,,,,,,,,
74,Calvin Bassey ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
75,Lewis Bate ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
76,Michy Batshuayi ,Forward,16,,,4,,,4,0,1,1,,,,,,,,,,1,78,4.88,0,0,,,,0,0,4,7,1,0,0,1,0,0.06,0,0,15,2,13%,4,,,,,,,,
77,Danny Batth ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
78,Nathan Baxter ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
79,Gavin Bazunu ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
80,Jack Bearne ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
81,Jan Bednarek ,Defender,34,7,57,65,58%,1,1,77,193,90,0,161,204,109,2,127,47,1,3,1,"1,537",45.21,1,1,0%,0,85,4,0,33,0,1,0,1,0,0,,,,,,,,,,,,,,,
82,Asmir Begovic ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
83,Héctor Bellerín ,Defender,15,3,18,20,65%,0,2,19,24,9,0,54,54,74,18,13,16,0,0,0,570,38.00,1,27,7%,0,14,2,0,15,1,1,0,0,1,0,,,,,,,,,,,,,,,
84,Yohan Benalouane ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
85,Filip Benkovic ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
86,Ryan Bennett ,Defender,16,2,17,9,67%,0,0,16,36,17,0,54,38,38,0,28,24,0,0,0,433,27.06,0,6,33%,0,23,2,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,
87,Jayden Bennetts ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
88,Josh Benson ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
89,Nabil Bentaleb ,Midfielder,12,,,23,57%,,2,19,9,5,,46,50,54,8,14,13,,1,0,406,33.83,0,2,0%,0,25,2,0,19,0,0,0,0,0,0,0.00,0,0,4,0,0%,0,,,,,,,,
90,Christian Benteke ,Forward,24,,,9,,,7,4,28,20,,,,,,,,,,1,337,14.04,4,5,,,,4,1,25,12,2,0,2,0,3,0.08,0,0,41,19,46%,3,,,,,,,,
91,Sander Berge ,Midfielder,14,,,22,68%,,1,10,13,8,,56,77,50,15,35,16,,0,1,368,26.29,1,22,9%,0,13,0,0,18,1,1,0,1,0,0,0.07,0,0,5,2,40%,1,,,,,,,,
92,Steven Bergwijn ,Forward,14,,,10,,,3,1,5,1,,,,,,,,,,1,244,17.43,1,10,,,,2,0,7,0,3,0,3,0,0,0.21,0,0,9,4,44%,0,,,,,,,,
93,Adrián Bernabé ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
94,Bernard ,Forward,27,,,32,,,5,16,7,2,,,,,,,,,,2,540,20.00,3,36,,,,2,0,19,0,3,0,3,0,1,0.11,0,0,12,5,42%,1,,,,,,,,
95,Bernardo ,Defender,14,0,17,27,59%,0,3,6,20,12,0,49,69,30,8,31,8,0,0,0,330,23.57,3,17,18%,0,12,1,0,3,4,0,0,0,0,0,,,,,,,,,,,,,,,
96,Bernardo Rosa ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
97,Bernardo Silva ,Midfielder,34,,,36,50%,,23,24,12,6,,129,110,112,40,14,24,,0,7,"1,374",40.41,8,72,24%,1,39,5,0,23,2,6,1,0,5,2,0.18,0,0,52,15,29%,6,,,,,,,,
98,Ryan Bertrand ,Defender,32,7,44,47,62%,0,4,37,28,11,0,118,149,147,11,59,58,0,0,1,"1,229",38.41,4,122,30%,2,43,3,1,27,1,1,0,1,0,0,,,,,,,,,,,,,,,
99,Muhamed Besic ,Midfielder,9,,,8,75%,,0,1,6,4,,17,22,14,7,5,3,,0,0,106,11.78,0,1,0%,0,6,2,0,6,0,0,0,0,0,0,0.00,0,0,4,2,50%,0,,,,,,,,
100,Philip Billing ,Midfielder,34,,,72,64%,,6,66,94,55,,162,228,202,22,111,78,,1,1,"1,154",33.94,2,14,7%,1,43,8,0,38,2,1,0,0,1,0,0.03,0,0,33,8,24%,2,,,,,,,,
101,Billy Arce ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
102,Nathan Bishop ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
103,Yves Bissouma ,Midfielder,22,,,49,78%,,2,21,21,9,,105,112,108,32,17,16,,0,0,619,28.14,0,6,17%,3,35,4,0,31,0,1,0,1,0,1,0.05,0,0,16,7,44%,0,,,,,,,,
104,Birkir Bjarnason ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
105,Bobby Duncan ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
106,Joshua Bohui ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
107,Tolaji Bola ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
108,Yannick Bolasie ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
109,Luke Bolton ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
110,Willy Boly ,Defender,22,12,15,57,58%,0,2,39,103,62,0,117,160,75,9,87,29,0,0,1,984,44.73,2,2,0%,0,39,1,1,24,1,0,0,0,0,0,,,,,,,,,,,,,,,
111,Gaëtan Bong ,Defender,4,0,3,1,0%,0,0,0,0,0,0,3,3,5,1,0,3,0,0,0,27,6.75,0,6,17%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
112,Borja Bastón ,Forward,2,,,1,,,0,0,0,0,,,,,,,,,,0,6,3.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
113,Artur Boruc ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
114,Sofiane Boufal ,Midfielder,20,,,16,50%,,6,4,0,0,,45,96,116,53,7,11,,0,2,288,14.40,4,27,11%,1,6,2,0,25,2,0,0,0,0,0,0.00,0,0,18,7,39%,1,,,,,,,,
115,Jamie Bowden ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
116,Jarrod Bowen ,Forward,13,,,19,,,10,16,4,1,,,,,,,,,,4,213,16.38,4,60,,,,0,0,4,1,1,0,0,1,2,0.08,0,0,24,7,29%,2,,,,,,,,
117,Morgan Boyes ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
118,Brad Smith ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
119,Robbie Brady ,Midfielder,17,,,11,82%,,5,5,7,4,,36,33,38,6,12,9,,0,2,151,8.88,1,14,7%,2,4,1,0,8,1,1,0,0,1,1,0.06,0,0,12,1,8%,0,,,,,,,,
120,Jarrad Branthwaite ,Defender,4,1,6,8,88%,0,0,2,11,7,0,18,20,21,1,9,15,0,0,0,223,55.75,0,0,0%,0,13,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,
121,Claudio Bravo ,Goalkeeper,4,1,7,,,,,,,,,,,,,,,0,0,0,119,29.75,,,,,22,0,0,0,,0,,,,,,,,,,,,8,0,2,0,1,0,17,28
122,James Bree ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
123,Rhian Brewster ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
124,Miguel Britos ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
